"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"23","Marques Johnson","LAC","75","2605","613","1201","0.51","1","15","0.067","298","392","0.76","156","260","416","283","107","50","183","214","1525","1516","1.55","0.59",0.585412667946257
"24","Walter Davis","PHX","70","2239","624","1287","0.485","18","76","0.237","257","305","0.843","54","149","203","361","99","3","219","153","1523","1259","1.65","0.45",0.680214381420277
"25","Reggie Theus","SAC","82","2919","546","1137","0.48","6","35","0.171","405","490","0.827","73","231","304","788","112","20","327","231","1503","1724","2.41","0.34",0.514902363823227
"26","James Worthy","LAL","75","2454","629","1086","0.579","0","13","0","242","314","0.771","136","251","387","201","82","77","149","195","1500","1569","1.35","0.55",0.611246943765281
"27","Ralph Sampson","HOU","79","2864","624","1280","0.488","2","15","0.133","241","376","0.641","258","621","879","283","99","129","285","308","1491","1805","0.99","0.35",0.520600558659218
"28","Larry Nance","PHX","73","2484","582","1001","0.581","0","8","0","310","444","0.698","169","449","618","240","70","130","210","247","1474","1769","1.14","0.33",0.593397745571659
"29","Sidney Moncrief","MIL","73","2567","470","962","0.489","33","103","0.32","498","580","0.859","115","219","334","357","103","18","174","178","1471","1535","2.05","0.59",0.57304246201792
"30","Cliff T. Robinson","WAS","78","2563","595","1255","0.474","1","3","0.333","269","353","0.762","180","500","680","186","98","44","206","217","1460","1518","0.9","0.48",0.569644947327351
"31","Kevin McHale","BOS","68","2397","561","978","0.574","0","0","0","326","420","0.776","171","380","551","181","29","134","149","192","1448","1683","1.22","0.2",0.604088443888194
"31","Orlando Woolridge","CHI","70","2248","540","1090","0.495","4","23","0.174","364","462","0.788","150","200","350","213","49","47","174","186","1448","1285","1.22","0.28",0.644128113879004
"33","Sleepy Floyd","GOS","82","2764","510","1007","0.506","39","119","0.328","351","441","0.796","76","221","297","746","157","16","290","199","1410","1749","2.57","0.54",0.51013024602026
"34","Xavier McDaniel","SEA","82","2706","576","1176","0.49","2","10","0.2","250","364","0.687","307","348","655","193","101","37","248","305","1404","1428","0.78","0.41",0.518847006651885
"35","Alvin Robertson","SAN","82","2878","562","1093","0.514","8","29","0.276","260","327","0.795","184","332","516","448","301","40","256","296","1392","1843","1.75","1.18",0.483669214732453
"36","Clyde Drexler","POR","75","2576","542","1142","0.475","12","60","0.2","293","381","0.769","171","250","421","600","197","46","282","270","1389","1683","2.13","0.7",0.539208074534162
"37","Lewis Lloyd","HOU","82","2444","592","1119","0.529","3","14","0.214","199","236","0.843","155","169","324","300","102","24","194","216","1386","1378","1.55","0.53",0.567103109656301
"38","Jack Sikma","SEA","80","2790","508","1100","0.462","0","13","0","355","411","0.864","146","602","748","301","92","73","214","293","1371","1723","1.41","0.43",0.491397849462366
"39","Bill Laimbeer","DET","82","2891","545","1107","0.492","4","14","0.286","266","319","0.834","305","770","1075","146","59","65","133","291","1360","1957","1.1","0.44",0.470425458318921
"40","Magic Johnson","LAL","72","2578","483","918","0.526","10","43","0.233","378","434","0.871","85","341","426","907","113","16","273","133","1354","2052","3.32","0.41",0.525213343677269
"41","Julius Erving","PHL","74","2474","521","1085","0.48","9","32","0.281","289","368","0.785","169","201","370","248","113","82","214","196","1340","1296","1.16","0.53",0.541632983023444
"42","Mike Gminski","NJN","81","2525","491","949","0.517","0","1","0","351","393","0.893","206","462","668","133","56","71","140","163","1333","1621","0.95","0.4",0.527920792079208
"43","George Gervin","CHI","82","2065","519","1100","0.472","4","19","0.211","283","322","0.879","78","137","215","144","49","23","161","210","1325","975","0.89","0.3",0.641646489104116
"44","Robert Parish","BOS","81","2567","530","966","0.549","0","0","0","245","335","0.731","246","524","770","145","65","116","187","215","1305","1688","0.78","0.35",0.508375535644721
"45","Buck Williams","NJN","82","3070","500","956","0.523","0","2","0","301","445","0.676","329","657","986","131","73","96","244","294","1301","1743","0.54","0.3",0.423778501628664
"46","Maurice Cheeks","PHL","82","3270","490","913","0.537","4","17","0.235","282","335","0.842","55","180","235","753","207","27","238","160","1266","1774","3.16","0.87",0.387155963302752
"47","Mike Woodson","SAC","81","2417","510","1073","0.475","2","13","0.154","242","289","0.837","94","132","226","197","92","37","145","215","1264","1061","1.36","0.63",0.522962350020687
"48","Sam Perkins","DAL","80","2626","458","910","0.503","11","33","0.333","307","377","0.814","195","490","685","153","75","94","145","212","1234","1574","1.06","0.52",0.46991622239147
"49","Tom Chambers","SEA","66","2019","432","928","0.466","13","48","0.271","346","414","0.836","126","305","431","132","55","37","194","248","1223","1120","0.68","0.28",0.605745418524022
"50","Calvin Natt","DEN","69","2007","469","930","0.504","2","6","0.333","278","347","0.801","125","311","436","164","58","13","130","143","1218","1229","1.26","0.45",0.606875934230194
