"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"38","Luol Deng","CHI","75","2903","466","1093","0.426","75","233","0.322","230","282","0.816","162","314","476","222","81","32","144","105","1237","1225","1.54","0.56",0.426110919738202
"39","Chris Bosh","MIA","74","2454","485","907","0.535","21","74","0.284","241","302","0.798","131","370","501","123","66","101","128","168","1232","1412","0.96","0.52",0.502037489812551
"40","Tim Duncan","SAS","69","2078","490","976","0.502","2","7","0.286","245","300","0.817","124","562","686","184","50","183","147","117","1227","1642","1.25","0.34",0.590471607314726
"41","Ty Lawson","DEN","73","2513","448","971","0.461","85","232","0.366","235","311","0.756","36","162","198","501","107","8","182","135","1216","1249","2.75","0.59",0.483883804218066
"42","Chris Paul","LAC","70","2335","412","856","0.481","76","232","0.328","286","323","0.885","53","209","262","678","169","10","159","143","1186","1665","4.26","1.06",0.507922912205567
"43","Chandler Parsons","HOU","76","2758","456","939","0.486","152","395","0.385","113","155","0.729","79","325","404","269","75","32","147","148","1177","1285","1.83","0.51",0.42675852066715
"44","Joe Johnson","BKN","72","2642","445","1052","0.423","148","395","0.375","132","161","0.82","53","165","218","253","49","14","123","99","1170","945","2.06","0.4",0.442846328538986
"45","Zach Randolph","MEM","76","2607","471","1024","0.46","2","23","0.087","225","300","0.75","310","544","854","108","61","31","150","180","1169","1445","0.72","0.41",0.448408131952436
"46","Mike Conley","MEM","80","2757","414","940","0.44","106","293","0.362","234","282","0.83","43","182","225","487","174","24","189","171","1168","1315","2.58","0.92",0.423648893725063
"47","Jeff Teague","ATL","80","2628","439","974","0.451","89","248","0.359","199","226","0.881","25","155","180","579","117","28","230","181","1166","1278","2.52","0.51",0.443683409436834
"48","Danilo Gallinari","DEN","71","2309","364","871","0.418","135","362","0.373","286","348","0.822","65","302","367","176","64","36","111","130","1149","1112","1.59","0.58",0.497618016457341
"49","Paul Millsap","UTA","78","2375","429","875","0.49","13","39","0.333","264","356","0.742","177","377","554","201","102","80","138","232","1135","1396","1.46","0.74",0.477894736842105
"50","Goran Dragic","PHX","77","2581","401","906","0.443","88","276","0.319","244","326","0.748","60","178","238","569","124","26","212","214","1134","1292","2.68","0.59",0.439364587369237
